CODE REFERENCE PHOTO,PHOTO,VILLE,CODE POSTAL,ADRESSE ,COORDONNEES GPS DU PANNEAU Y ,COORDONNEES GPS DU PANNEAU X,ANGLE DE VISIBILITE,VISIBLE EN VENANT DE,VISIBLE EN ALLANT A ,VISIBILITE,DISPONIBILITE,FORMAT,SURFACE,TYPE,SUPPORT,LARGEUR EN CM,HAUTEUR EN CM,DATE DE SIGNATURE DU BON DE COMMANDE CLIENT  ,DATE DE FIN DENGAGEMENT  DU BON DE COMMANDE  ,ANNONCEUR
,,ROUVROY,62320,155 RUE DU GENERAL DE GAULLE,"50,402362","2,976787",90°,BILLY,ROUVROY,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2460,1650,01/01/2022,31/12/2025,SAFTI SONIA BOSSU
,,BIACHE SAINT VAAST,62118,1 RUE JULES GUESDE,"50,318008","2,943727",90°,FRESNES,BIACHE,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2460,1650,08/12/2016,31/12/2025,GARAGE BONNE 
RENAULT 1 RUE JULES GUESDE,#VALEUR !,BIACHE SAINT VAAST,62118,2 RUE JULES GUESDE,"50,318008","2,943727",90°,FRESNES,BIACHE,DROITE,D,GRAND FORMAT,4M2,FIXE,TOLE,2460,1650,,,DISPONIBLE
,,FARBUS,62580,37 RUE DE LA REPUBLIQUE,"50,360278","2,82203",90°,FARBUS,VIMY,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2460,1650,23/01/2020,31/12/2025,LES JARDINS D'AURELIEN
MERICOURT OPTIQUE,#VALEUR !,MERICOURT,62680,ZA DE LA VOIE GRARD,"50,396956","2,857275",90°,AVION,ROUVROY,GAUCHE,ED,GRAND FORMAT,4M2,FIXE,TOLE,2460,1650,13/04/2017,31/12/2025,MERICOURT OPTIQUE 
,,MERICOURT,62680,ZA DE LA VOIE GRARD,"50,396956","2,857275",90°,ROUVROY,AVION,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2460,1650,11/05/2017,31/12/2025,SAS DERACHE DUCARIN
,,ARRAS,62000,34 RUE DES ROITELETS,"50,290376","2,74188",90°,C.CIAL AUCHAN,C.CIAL LECLERC,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2460,1650,02/03/2021,31/12/2025,MAC DONALD ARRAS DAINVILLE
,#VALEUR !,ACHICOURT,62217,22 BIS ROUTE DE BAPAUME,"50,277508","2,782134",90°,ARRAS,BEAURAINS,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2460,1650,"08,02,2021",31/12/2025,MAC DONALD ARRAS DAINVILLE
,,ACHICOURT,62217,12 ROUTE DE BAPAUME,"50,27666","2,78205",90°,BEAURAINS,ARRAS,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2460,1650,01/01/2025,31/12/2025,LIDL SAILLY LES CAMBRAI 
,,ACHICOURT,62217,12 ROUTE DE BAPAUME,"50,27666","2,78205",90°,BEAURAINS,ARRAS,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2460,1650,22/11/2024,31/12/2025,SUPERMARCHE MATCH
,,DROCOURT,62320,115 ROUTE D'ARRAS,"50,922744","2,391511",90°,ARRAS,BILLY,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2460,1650,22/11/2024,31/12/2025,STOKOMANI
,,ARLEUX EN GOHELLE,62580,51 RUE DE BOIS BERNARD,"50,365786","2,877756",90°,ARRAS,BOIS BERNARD,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2460,1650,17/03/2025,16/03/2028,SAFTI SONIA BOSSU
ROUTE DE ROUVROY A BILLY MONTIGNY  ,#VALEUR !,BILLY MONTIGNY,62420,7 RUE DE ROUVROY,"50,411021","2,91109",90°,ROUVROY,BILLY MONTIGNY,GAUCHE,D,GRAND FORMAT,4M2,FIXE,TOLE,2460,1650,,,DISPONIBLE
,,VIMY,62580,6 RUE ROUGET DE LISLE,"50,37246","2,81192",90°,VIMY,FARBUS,DROITE,ND,GRAND FORMAT,4M3,FIXE,TOLE,2460,1650,01/02/2025,31/01/2028,SAFTI ALEXANDRE ROBBILLART
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,
