CODE REFERENCE PHOTO,PHOTO,VILLE,CODE POSTAL,ADRESSE ,COORDONNEES GPS DU PANNEAU Y ,COORDONNEES GPS DU PANNEAU X,ANGLE DE VISIBILITE,VISIBLE EN VENANT DE,VISIBLE EN ALLANT A ,VISIBILITE,DISPONIBILITE,FORMAT,SURFACE,TYPE,SUPPORT,LARGEUR EN CM,HAUTEUR EN CM,DATE DE SIGNATURE DU BON DE COMMANDE CLIENT  ,DATE DE FIN DENGAGEMENT  DU BON DE COMMANDE  ,ANNONCEUR
14 RUE DU MARECHAL JOFFRE,#VALEUR !,IWUY,59141,14 RUE JOFFRE ,"50,23125","3,32245",90°,HORDAIN,CAMBRAI,GAUCHE,D,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,25/11/2021,13/12/2024,DISPONIBLE 
85,,TILLOY LES MOFLAINES,62217,6 ROUTE NATIONALE  ,"50,27955","2,81591",90°,ARRAS,CAMBRAI,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,1650,2450,29/03/2013,30/04/2026, HYPER U BARALLE ABRICOT 
114,,CAMBRAI,59400,AVENUE DU CATEAU ,"50,16595","3,27332",90°,CAUDRY,CAMBRAI,DROITE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,"08,12,2023",31/12/2025,VERTDIS
101,,CAMBRAI,59400,ROUTE DE BAPAUME ,"50,17526","3,21004",90°,BAPAUME,CAMBRAI,DROITE,ND,GRAND FORMAT,8M2,FIXE,TOLE,4000,2450,24/06/2024,14/07/2027, CENTRE TACHY CAMBRAI
FORD AVENUE GEORGES POMPIDOU,#VALEUR !,CAMBRAI,59400,ROUTE DE BAPAUME ,"50,17515","3,21062",90°,BAPAUME,CAMBRAI,DROITE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,01/02/2015,14/05/2026,AUTOVALE BLEU CAMBRAI
,,INCHY,59540,ROUTE DEPARTEMENTALE 643,"50,12088","3,46894",90°,LE CATEAU,CAMBRAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,29/11/2022,05/05/2025,ADN ESCALIER
DI HABITAT  20221025_104803,#VALEUR !,INCHY,59540,ROUTE DEPARTEMENTALE 644,"50,12263","3,4631",90°,LE CATEAU,CAMBRAI,DROITE,D,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,18/10/2022,24/10/2024,DISPONIBLE
,,FREMICOURT,62450,ROUTE DEPARTEMENTALE 930 ,"50,11203","2,89652",90°,BAPAUME,CAMBRAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,27/05/2019,01/07/2026,WATISSEE PVM
,,VIS EN ARTOIS,62156,ROUTE DEPARTEMENTALE 939,"50,2508","2,92972",90°,ARRAS,CAMBRAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,13/10/2021,14/10/2024,WATISSEE PVM
118,,CARNIERES,59217,ROUTE NATIONALE ,"50,14907","3,34718",90°,CAUDRY,CAMBRAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,28/11/2022,14/01/2025,ALERTE NUISIBLES
135,#VALEUR !,AUBENCHEUL AU BAC,59265,ROUTE NATIONALE ,"50,25804","3,15888",90°,DOUAI,CAMBRAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,18/03/2024,17/03/2025,SNC GILISA08
127,,BEAUVOIS EN CAMBRESIS,59157,ROUTE NATIONALE ,"50,14179","3,37862",90°,LE CATEAU,CAMBRAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,30/05/2024,02/10/2024,BOUYGUES TELECOM
138,,BUGNICOURT,59151,ROUTE NATIONALE ,"50,25403","3,1622",90°,DOUAI,CAMBRAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,05/08/2024,18/08/2025,DUO CONFORT BY MAISON THOREL
139,,BUGNICOURT,59151,ROUTE NATIONALE ,"50,28463","3,15494",90°,DOUAI,CAMBRAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,18/02/2022,02/03/2025,LC CLIM
LE CONTEMPORAIN 20240424_090204,#VALEUR !,BEAUVOIS EN CAMBRESIS,59157,ROUTE NATIONALE ,"50,13951","3,38864",90°,LE CATEAU,CAMBRAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,17/04/2024,17/04/2029,LE CONTEMPORAIN
VAL IMMO 20220303_112840,#VALEUR !,AUBENCHEUL AU BAC,59265,ROUTE NATIONALE ,"50,25364","3,16213",90°,DOUAI,CAMBRAI,DROITE,D,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,18/02/2022,02/03/2025,DISPONIBLE
133,#VALEUR !,AUBENCHEUL AU BAC,59265,ROUTE NATIONALE ,"50,25509","3,16121",90°,DOUAI,CAMBRAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"14,10,2020","18,11,2025",FERNAGUT
90,,VIS EN ARTOIS,62156,ROUTE NATIONALE ,"50,24958","2,93468",90°,ARRAS,CAMBRAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,22/04/2024,21/04/2025,SIX HORTICULTURE
20240415_111531,#VALEUR !,AUBENCHEUL AU BAC,59265,ROUTE NATIONALE ,"50,25469","3,16175",90°,DOUAI,CAMBRAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,29/08/2018,02/09/2026,WATISSEE PVM
67,#VALEUR !,BAPAUME,62450,RUE DE LA REPUBLIQUE ,"50,10397","2,85848",90°,BAPAUME,CAMBRAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"17,12,2012",09/01/2026, HYPER U BARALLE ABRICOT 
208,,ANNOEULLIN,59112,1 RUE DE TOURRAINE ,"50,52299","2,93649",90°,ANNOEULIN  MAIRIE,CARVIN,GAUCHE,ND,GRAND FORMAT,8M2,FIXE,TOLE,3280,2450,04/11/2020,31/03/2025,LECLERC CARVIDIS
209,,ANNOEULLIN,59112,1 RUE DE TOURRAINE ,"50,52299","2,93649",90°,ANNOEULIN  MAIRIE,CARVIN,GAUCHE,ND,GRAND FORMAT,8M2,FIXE,TOLE,3280,2460,"27,10,2020","22,11,2025",MORTELECQUE
LECLERC CARVIN,#VALEUR !,CAMPHIN EN CAREMBAULT,59133,2 ROUTE NATIONALE ,"50,51561","2,98702",90°,SECLIN,CARVIN,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,04/11/2020,31/03/2025,LECLERC CARVIDIS
202,,CAMPHIN EN CAREMBAULT,59133,2 ROUTE NATIONALE ,"50,51561","2,98702",90°,SECLIN,CARVIN,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,15/04/2015,07/06/2025,MAC DONALD CARVIN CAAB SARL
516,,ANNOEULLIN,59112,24 BIS RUE ROGER SALENGRO ,"50,52905","2,93607",90°,GONDECOURT,CARVIN,GAUCHE,ND,PRE ENSEIGNE,"1,5M2",FIXE,TOLE,1500,1000,04/11/2020,31/03/2026,BRICO LECLERC
207,,CARVIN,62220,27 ROUTE DE LENS ,"50,47461","2,9226",90°,LENS,CARVIN,DROITE,ND,GRAND FORMAT,8M2,FIXE,TOLE,3280,2450,04/11/2020,31/03/2025,LECLERC CARVIDIS
IANNI IMMO 2,,LIBERCOURT,62820,8 AVENUE DARCHICOURT,"50,48227","3,00344",90°,LIBERCOURT,CARVIN,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,06/05/2021,25/05/2025,IANNI IMMO
IMG_48771,#VALEUR !,LIBERCOURT,62820,8 AVENUE DARCHICOURT ,"50,48227","3,00344",90°,LIBERCOUT,CARVIN,GAUCHE,ND,PRE ENSEIGNE,"1,5M2",FIXE,TOLE,1500,1000,27/04/2024,05/06/2025,IDRI ASMA
COIFF SABINE 20240819_095200,#VALEUR !,LIBERCOURT,62820,8 AVENUE DARCHICOURT ,"50,48227","3,00344",90°,LIBERCOUT,CARVIN,GAUCHE,ND,PRE ENSEIGNE,"1,5M2",FIXE,TOLE,1500,1000,11/07/2024,18/08/2025,COIFF SABINE
521,,CARVIN,62220,ROUTE DEPARTEMENTALE 917 ,"50,48078","2,95184",90°,LENS,CARVIN,GAUCHE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4920,2450,15/04/2015,07/06/2025,MAC DONALD CARVIN CAAB SARL
DISPO ROUTE NATIONALE,#VALEUR !,BEAUMONT EN CAMBRESIS,59540,RD643,"50,12375","3,4567",90°,LE CATEAU,CAUDRY,DROITE,D,MOBILIER URBAIN,2M3,FIXE,VITRINE,1220,1760,,,DISPONIBLE
125,,BEAUVOIS EN CAMBRESIS,59157,ROUTE NATIONALE ,"50,1391","3,38915",90°,CAMBRAI,CAUDRY,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"04,09,2023","24,10,2025",AU COMPTOIR DU MATERIEL MEDICAL
LE CONTEMPORAIN 20240424_091824,#VALEUR !,BEAUVOIS EN CAMBRESIS,59157,ROUTE NATIONALE ,"50,13959","3,3885",90°,LE  CATEAU,CAUDRY,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,17/04/2024,17/04/2029,LE CONTEMPORAIN
 20240424_090334,#VALEUR !,BEAUVOIS EN CAMBRESIS,59157,ROUTE NATIONALE 59157 BEAUVOIS EN CAMBRESIS,"50,14259","3,37432",90°,CAMBRAI,CAUDRY,DROITE,ED,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,08/04/2015,28/04/2025,BUFFALO GRILL CAUDRY
196,,COURCELLES LES LENS,62970,7 RUE PRESSENCE ,"50,41743","3,01848",90°,RN,COURCELLES MAIRIE,DROITE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,"18,04,2019","09,12,2025",LECLERC COURCELDIS
197,,COURCELLES LES LENS,62970,78 RUE RAOUL BRIQUET ,"50,42105","3,00971",90°,NOYELLES,COURCELLES MAIRIE,GAUCHE,ND,GRAND FORMAT,8M2,FIXE,TOLE,3280,2450,"18,04,2019","09,12,2025",LECLERC COURCELDIS
,,COURRIERES,62710,11 RUE MAURICE TILLOY ,"50,46219","2,94212",90°,CARVIN,COURRIERES,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,05/12/2019,17/12/2025,KARINE WALERJAN
,,COURRIERES,62710,17 RUE ARTHUR LAMENDIN,"50,45499","2,94647",90°,OIGNIES,COURRIERES,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,14/02/2020,05/03/2026,KARINE WALERJAN
,,COURRIERES,62710,72 RUE RAOUL BRIQUET,"50,45098","2,94395",90°,HENIN,COURRIERES,GAUCHE,ND,GRAND FORMAT,8M2,FIXE,TOLE,3280,2460,05/12/2019,16/12/2025,KARINE WALERJAN
,,DAINVILLE,62000,111 AVENUE MERMOZ,"50,28092","2,73288",90°,DOULLENS,DAINVILLE,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1650,04/03/2022,31/12/2027,ART ET FENETRES ATLANTIDE
483,,DAINVILLE,62000,111 AVENUE MERMOZ ,"50,28092","2,73288",90°,DOULLENS,DAINVILLE,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,,,AQUAFIT
453,,ARRAS,62000,135 RUE GEORGES AUPHELLE ,"50,28919","2,7487",90°,ARRAS BAUDIMONT,DAINVILLE,GAUCHE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,21/11/2023,31/12/2026,LECLERC ARRADIS
452,,ARRAS,62000,56 RUE DES ŒILLETS ,"50,29506","2,74111",45°,ARRAS AUCHAN,DAINVILLE,GAUCHE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,21/11/2023,31/12/2026,LECLERC ARRADIS
,#VALEUR !,ACHICOURT,62217,65 RUE RAOUL BRIQUET,"50,26961","2,7547",90°,ACHICOURT,DAINVILLE,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,03/12/2019,10/01/2026,LIDL DAINVILLE
,,DAINVILLE,62000,8 AVENUE SAINT EXUPERY,"50,27957","2,73099",90°,ARRAS,DAINVILLE ZI,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,21/11/2023,31/12/2026,LECLERC ARRADIS
,,DAINVILLE,62000,8 AVENUE SAINT EXUPERY ,"50,27957","2,73099",90°,ARRAS,DAINVILLE ZI,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,21/11/2023,31/12/2026,LECLERC ARRADIS
198,,COURCELLES LES LENS,62970,12 RUE JULES FERRY ,"50,40888","3,00734",90°,HENIN,DOUAI,GAUCHE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,"18,04,2019","09,12,2025",LECLERC COURCELDIS
191,,FLERS EN ESCREBIEUX,59128,122 ROUTE NATIONALE 43 ,"50,40376","3,02788",90°,HENIN,DOUAI,GAUCHE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,"17,10,2017","28,11,2025",ASPINOV
,,FLERS EN ESCREBIEUX,59128,122 ROUTE NATIONALE 43 ,"50,40386","3,0276",90°,HENIN,DOUAI,GAUCHE,ND,GRAND FORMAT,12M2,FIXE,TOLE,3280,2450,16/02/2024,14/03/2026,NOREVIE
AVENUE DU MARECHAL LECLERC A SIN LE NOBLE ,#VALEUR !,SIN LE NOBLE,59450,172 AVENUE DU MARECHAL LECLERC,"50,35912","3,1104",90°,DECHY,DOUAI,DROITE,D,GRAND FORMAT,5M2,FIXE,TOLE,1600,3000,,,DISPONIBLE
144,,SIN LE NOBLE,59450,172 AVENUE DU MARECHAL LECLERC,"50,35912","3,1104",90°,DECHY,DOUAI,DROITE,ND,GRAND FORMAT,8M2,FIXE,TOLE,3280,3050,14/09/2022,20/12/2025,ASSELIN MIGANI
156,,BREBIERES,62117,1968 ROUTE NATIONALE ,"50,34206","3,02834",90°,ARRAS,DOUAI,DROITE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,14/12/2012,31/12/2025, HYPER U VITRY FRANLAUGE 
,#VALEUR !,AUBERCHICOURT,59165,28 ROUTE DE DOUAI ,"50,33377","3,23603",90°,ANICHE,DOUAI,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,25/07/2019,25/07/2025,LECLERC BUGNIDIS
THEYS COURCELLES LES LENS,#VALEUR !,COURCELLES LES LENS,62970,30 RUE JULES FERRY ,"50,41052","3,00119",90°,NOYELLES,DOUAI,DROITE,D,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,25/04/2018,27/08/2024,DISPONIBLE
148,,WAZIERS,59119,34 ROUTE DE TOURNAI ,"50,38577","3,09916",90°,TOURNAI,DOUAI,DROITE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,28/02/2013,23/05/2026,LECLERC DOUAIDISTRIBUTION
150,,WAZIERS,59119,38 ROUTE DE TOURNAI ,"50,38593","3,09935",90°,TOURNAI,DOUAI,DROITE,ND,GRAND FORMAT,7M2,FIXE,TOLE,4000,1650,18/12/2018,24/01/2025,DISPONIBLE
187,,FRESNES LES MONTAUBAN,62490,5 ROUTE NATIONALE ,"50,33445","2,93484",90°,ARRAS,DOUAI,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1650,"09,10,2018","25,11,2025",ASPINOV
188,,FRESNES LES MONTAUBAN,62490,5 ROUTE NATIONALE ,"50,33445","2,93484",90°,ARRAS,DOUAI,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1650,"09,10,2018","25,11,2025",ASPINOV
141,,SIN LE NOBLE,59450,682 AVENUE DES FUSILLES ,"50,35485","3,12082",90°,ANICHE,DOUAI,GAUCHE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,27/09/2012,30/09/2024,STRAP CASH METAL 
152,,LAMBRES LES DOUAI,59552,690 FAUBOURG D'ARRAS ,"50,36054","3,05834",90°,ARRAS,DOUAI,GAUCHE,ND,GRAND FORMAT,8M2,FIXE,TOLE,4920,1250,26/08/2024,10/09/2027,PCR CONSEIL
151,,LAMBRES LES DOUAI,59552,718 ROUTE D'ARRAS ,"50,3603","3,05789",90°,ARRAS,DOUAI,GAUCHE,ND,GRAND FORMAT,8M2,FIXE,TOLE,4920,2450,13/10/2011,14/02/2025,MAC DONALD DOUAI 
189,,VITRY EN ARTOIS,62490,ROUTE NATIONALE ,"50,33317","2,98556",90°,ARRAS,DOUAI,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,19/11/2021,18/11/2026, MECA CONCEPT
136,,BUGNICOURT,59151,ROUTE NATIONALE ,"50,28622","3,1546",90°,CAMBRAI ,DOUAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,08/12/2014,11/12/2024,CAMPING LES SORBIERS
132,#VALEUR !,AUBENCHEUL AU BAC,59265,ROUTE NATIONALE ,"50,25438","3,16192",90°,CAMBRAI,DOUAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,08/04/2024,14/04/2027,WATISSEE PVM
,#VALEUR !,AUBENCHEUL AU BAC,59265,ROUTE NATIONALE ,"50,25303","3,1628",90°,CAMBRAI,DOUAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,25/07/2019,25/07/2025,LECLERC BUGNIDIS
186,,FRESNES LES MONTAUBAN,62490,ROUTE NATIONALE ,"50,33422","2,93572",90°,ARRAS,DOUAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,20/08/2012,31/07/2025,LECLERC DOUAIDISTRIBUTION
20230525_140119,#VALEUR !,BUGNICOURT,59151,ROUTE NATIONALE ,"50,2916","3,15032",90°,CAMBRAI,DOUAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,14/02/2024,31/03/2026,CERES  
,#VALEUR !,AUBENCHEUL AU BAC,59265,ROUTE NATIONALE ,"50,25509","3,16121",90°,CAMBRAI ,DOUAI,GAUCHE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"05,08,2024",18/08/2025,DUO CONFORT BY MAISON THOREL
173,,VITRY EN ARTOIS,62490,ROUTE NATIONALE  ,"50,33318","2,98478",90°,ARRAS,DOUAI,DROITE,ND,GRAND FORMAT,8M2,FIXE,TOLE,3280,2450,16/08/2012,31/12/2025, HYPER U VITRY FRANLAUGE 
159,,VITRY EN ARTOIS,62490,ROUTE NATIONALE  ,"50,33229","2,97865",90°,DOUAI,ARRAS ,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,27/03/2013,31/12/2025, HYPER U VITRY FRANLAUGE 
citroen,#VALEUR !,VITRY EN ARTOIS,62490,ROUTE NATIONALE  ,"50,33337","2,98376",90°,ARRAS,DOUAI,GAUCHE,D,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,,,DISPONIBLE
167,,VITRY EN ARTOIS,62490,ROUTE NATIONALE  ,"50,33314","2,98442",90°,ARRAS,DOUAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,16/04/2020,26/05/2024,CL AUTO RENAULT 
166,,VITRY EN ARTOIS,62490,ROUTE NATIONALE  ,"50,33244","2,98008",90°,ARRAS,DOUAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,25/04/2018,27/08/2025,THEYS
183,,FRESNES LES MONTAUBAN,62490,ROUTE NATIONALE 62490 FRESNES LES MONTAUBAN,"50,33407","2,92727",90°,ARRAS,DOUAI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,12/09/2011,01/11/2024,SUPER U LA GRIOTTE
BEAUMETZ LES LOGES,#VALEUR !,BEAUMETZ LES LOGES ,62123,1 ROUTE NATIONALE,"50,2398","2,65583",90°,BEAUMETZ,DOULLENS,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,15/12/2021,09/01/2026,DAMBRINE
253,,DOULLENS,80600,43 RUE DU MARECHAL LECLERC ,"50,15711","2,34877",90°,ARRAS,DOULLENS,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,31/01/2019,20/02/2025,LECLERC DOULLENDIS
254,,DOULLENS,80600,43 RUE DU MARECHAL LECLERC ,"50,15711","2,34877",90°,ARRAS,DOULLENS,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,31/01/2019,20/02/2025,LECLERC DOULLENDIS
ALPHA DEPAN ORDI,#VALEUR !,DOULLENS,80600,92 AVENUE FLANDRES DUNKERQUE ,"50,16209","2,35629",90°,ARRAS,DOULLENS,DROITE,D,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,,,DISPONIBLE  
245,,BEAUMETZ LES LOGES,62123,RN25 A BEAUMETZ LES LOGES ,"50,23493","2,65514",90°,ARRAS,DOULLENS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"12,12,2024",19/07/2025,GRAIN DE MALICE
249,,L'ARBRET BAVINCOURT,62158,ROUTE NATIONALE ,"50,20953","2,54801",90°,ARRAS,DOULLENS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"31,10,2024",09/11/2025,JUST QUEEN
,,ROUVROY,62320,1 RUE DIZEL,"50,39155","2,90879",45°,ROUVROY,DROCOURT,FACE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,08/02/2022,07/03/2026,KARINE WALERJAN
,,BOIS BERNARD,62320,75 ROUTE D'ARRAS,"50,38333","2,90958",90°,ARRAS,DROCOURT,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,19/10/2023,18/10/2025,KARINE WALERJAN
547,,FEIGNIES,59750,47 AVENUE DE VALENCIENNES ,"50,28058","3,92924",90°,MAUBEUGE,FEIGNIES,GAUCHE,ND,GRAND FORMAT,8M2,FIXE,TOLE,3280,2450,"05,01,2023","28,11,2026",LIDL FEIGNIES
121,,BEAUVOIS EN CAMBRESIS,59157,RD74,"50,1401","3,38105",90°,BEAUVOIS,FONTAINE AU PIRE,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,17/04/2024,17/04/2029,LE CONTEMPORAIN
463,,FREVENT,62270,AVENUE PHILIPPE LEBAS ,"50,27512","2,28731",90°,HESDIN,FREVENT,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,13/02/2018,27/02/2025,LECLERC HERLINDIS 
464,,FREVENT,62270,RUE DE DOULLENS ,"50,26837","2,29179",90°,DOULLENS,FREVENT,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"30,10,2020","10,07,2025",FERNAGUT
LART DU BIEN ETRE  20220707_073117,#VALEUR !,FREVENT,62270,RUE DU MARECHAL LECLERC 62270 FREVENT,"50,28161","2,29351",90°,ST POL,FREVENT,DROITE,D,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"28,06,2022","06,07,2024",DISPONIBLE
ACIMA,#VALEUR !,SIN LE NOBLE,59450,171 RUE FERRER ,"50,36433","3,12284",45°,DOUAI CHU,GUESNAIN,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,"10,10,2019","09,10,2025",ACIMA
ACIMA,#VALEUR !,SIN LE NOBLE,59450,171 RUE FERRER ,"50,36433","3,12284",45°,DOUAI CHU,GUESNAIN,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1650,16/04/2021,24/04/2025,MARKET GUESNAIN
AUTODISTRIBUTION,#VALEUR !,HAISNES,62138,ROUTE DEPARTEMENTALE 941 ,"50,52779","2,80312",90°,LA BASSEE,HAISNES,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,15/12/2017,20/12/2025,AUTO DISTRIBUTION
global ,#VALEUR !,HAULCHIN,59121,2 ROUTE NATIONALE,"50,31514","3,41628",90°,DENAIN,HAULCHIN,DROITE,ED,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,"23,06,2014","20,07,2025",GLOBAL FERMETURES
LECLERC RN43 AU VILLERS,#VALEUR !,FLERS EN ESCREBIEUX,59128,122 ROUTE NATIONALE 43 ,"50,40376","3,02788",90°,DOUAI,HENIN,DROITE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,"18,04,2019","09,12,2025",LECLERC COURCELDIS
,,MARCONNELLE,62140,961 ROUTE NATIONALE ,"50,37409","2,01676",90°,MONTREUIL,HESDIN,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,02/02/2021,11/02/2026,LECLERC HERLINDIS
286,,CROIX EN TERNOIS,62130,ROUTE DEPARTEMENTALE ,"50,38018","2,2802",90°,ST POL,HESDIN,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,19/11/2021,07/12/2025,AFFICAPS 
281,,CROIX EN TERNOIS,62130,ROUTE DEPARTEMENTALE ,"50,38013","2,28116",90°,ST POL,HESDIN,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"9,10,2014","28,10,2025",PORTAILS ET FERMETURES DU TERNOIS
506,,ST POL SUR TERNOISE,62130,ROUTE DEPARTEMENTALE 941 RUE D'EGMONT ,"50,38025","2,33437",90°,ST POL CENTRE,HESDIN,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,20/04/2018,31/05/2025,LECLERC HERLINDIS 
,,LE PARCQ,62770,ROUTE NATIONALE,"50,37854","2,09771",90°,ARRAS,HESDIN,GAUCHE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,08/09/2022,16/09/2025,BIG MAT MORONVAL
170,,VITRY EN ARTOIS,62490,ROUTE DE BREBIERES ,"50,33265","3,00246",90°,VITRY,HYPER U,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,,,MAIRIE DE VITRY EN ARTOIS
199,,HENIN BEAUMONT,62110,BOULEVARD EUGENE THOMAS ,"50,39707","2,97206",90°,C.CIAL AUCHAN,IKEA,GAUCHE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,16/02/2022,05/09/2025, EUROPE FLEURS
BK 2 AVENUE MENDES France,#VALEUR !,LAON,2000,65 AVENUE MENDES FRANCE ,"49,57388","3,63545",90°,CHAMBRY,LAON,DROITE,ND,GRAND FORMAT,6M2,FIXE,TOLE,4000,1500,18/12/2023,16/05/2027,BURGER KING LAON
BK 2 AVENUE MENDES France,#VALEUR !,LAON,2000,65 AVENUE MENDES FRANCE ,"49,57388","3,63545",90°,CHAMBRY,LAON,DROITE,ED,GRAND FORMAT,3M2,FIXE,TOLE,2000,1500,17/01/2023,07/02/2025,ESPACE O 2000
BK 2 AVENUE MENDES France,#VALEUR !,LAON,2000,65 AVENUE MENDES FRANCE ,"49,57388","3,63545",90°,CHAMBRY,LAON,DROITE,ND,GRAND FORMAT,6M2,FIXE,TOLE,4000,1500,10/03/2009,31/12/2025,FUNECAP
534,,ATHIES SOUS LAON,2000,ROUTE NATIONALE 2,,,90°,REIMS,LAON,DROITE,ND,PRE ENSEIGNE,"1,5M2",FIXE,TOLE,1500,1000,02/02/2011,05/02/2025, LEPTIR
